ID	DL Section	DL Lesson	Simplified Chinese	Selected Traditional	Cleaned1 CC-CEDICT Pinyin	Selected Pinyin	Pinyin Review Notes	Clean CC-CEDICT English definition	Google_Translate_Definition	Selected English definition	Definition Review Notes	Alternate Occurrences
93	2	Greeting 3	早上	早上	zǎo shang	zǎo shang	[2018-11-15 CFox]: No alternate Pinyin available	early morning / CL: 個｜个	morning	morning	[2018-11-15 CFox]: Completed 1st manual review	n/a
94	2	Greeting 3	早	早	zǎo	zǎo	[2018-11-15 CFox]: No alternate Pinyin available	early / morning / Good morning! / long ago / prematurely	early	early	[2018-11-15 CFox]: Completed 1st manual review	早上 (Greeting 3), 早 (Greeting 3), 早安 (Greeting 4), 早饭 (Daily Routine 1), 早 (Time 3)
95	2	Greeting 3	上	上	shǎng; shàng	shàng	[2018-11-15 CFox]: Manually selected most appropriate Pinyin	see 上聲｜上声 || on top / upon / above / upper / previous / first (of multiple parts) / to climb / to get onto / to go up / to attend (class or university)	on	on / above / previous	[2018-11-15 CFox]: Completed 1st manual review	早上 (Greeting 3), 上 (Greeting 3), 上午 (Time 2), 晚上 (Time 2), 上 (Time 2), 上学 (Daily Routine 1), 上班 (Daily Routine 1), 上网 (Entertainment), 上 (Location 4), 上海 (Dining 1), 上 (Travel), 上 (School), 上面 (Location 5), 马上 (Daily Routine 2), 上 (Environment)
96	2	Greeting 3	怎么样	怎麼樣	zěn me yàng	zěn me yàng	[2018-11-15 CFox]: No alternate Pinyin available	how? / how about? / how was it? / how are things?	how about it	how / how about / how are things	[2018-11-15 CFox]: Completed 1st manual review	n/a
97	2	Greeting 3	今天	今天	jīn tiān	jīn tiān	[2018-11-15 CFox]: No alternate Pinyin available	today / at the present / now	Nowadays	today	[2018-11-15 CFox]: Completed 1st manual review	n/a
98	2	Greeting 3	怎	怎	zěn	zěn	[2018-11-15 CFox]: No alternate Pinyin available	how	How	how	[2018-11-15 CFox]: Completed 1st manual review	怎么样 (Greeting 3), 怎 (Greeting 3), 怎么 (Location 3), 怎么办 (Travel)
99	2	Greeting 3	样	樣	yàng	yàng	[2018-11-15 CFox]: No alternate Pinyin available	manner / pattern / way / appearance / shape / classifier: kind, type	kind	n/a	[2018-11-15 CFox]: Completed 1st manual review	怎么样 (Greeting 3), 样 (Greeting 3), 一样 (Family 3)
100	2	Greeting 3	今	今	jīn	jīn	[2018-11-15 CFox]: No alternate Pinyin available	today / modern / present / current / this / now	now	present / current	[2018-11-15 CFox]: Completed 1st manual review	今天 (Greeting 3), 今 (Greeting 3), 今年 (Time 2)
101	2	Greeting 3	天	天	tiān	tiān	[2018-11-15 CFox]: No alternate Pinyin available	day / sky / heaven	day	day	[2018-11-15 CFox]: Completed 1st manual review	今天 (Greeting 3), 天 (Greeting 3), 明天 (Time 1), 天 (Time 1), 天 (Time 2), 昨天 (Time 2), 天气 (Weather), 前天 (Time 4), 后天 (Time 4), 聊天 (Daily Routine 3)
102	2	Location 1	家	[2018-11-15 CFox]: Needs Manual Review	jiā; Jiā; jiā	jiā	[2018-11-15 CFox]: Manually selected most appropriate Pinyin	see 傢伙｜家伙 || surname Jia || home / family / (polite) my (sister, uncle etc) / classifier for families or businesses / refers to the philosophical schools of pre-Han China / noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian / CL: 個｜个	Family	home / house / family	[2018-11-15 CFox]: Completed 1st manual review	家 (Location 1), 家人 (Family 1), 家 (Invitiation 1), 大家 (Invitation 2), 国家 (Future)
103	2	Location 1	北京	北京	Běi jīng	běi jīng	[2018-11-15 CFox]: No alternate Pinyin available	Beijing, capital of People's Republic of China / Peking / PRC government	Beijing	Beijing	[2018-11-15 CFox]: Completed 1st manual review	北京 (Location 1), 北京烤鸭 (Gourmet 2)
104	2	Location 1	在	在	zài	zài	[2018-11-15 CFox]: No alternate Pinyin available	(located) at / (to be) in / to exist / in the middle of doing sth / (indicating an action in progress)	in	in / at	[2018-11-15 CFox]: Completed 1st manual review	在 (Location 1), 现在 (Time 1), 在 (Hobbies 1), 正在 (Invitation 2), 好在 (Sports 2)
105	2	Location 1	北	北	běi	běi	[2018-11-15 CFox]: No alternate Pinyin available	north / to be defeated (classical)	north	north	[2018-11-15 CFox]: Completed 1st manual review	北京 (Location 1), 北 (Location 1), 北方 (Food 3), 北边 (Location 6), 北京烤鸭 (Gourmet 2)
106	2	Location 1	京	京	Jīng; jīng	jīng	[2018-11-15 CFox]: No alternate Pinyin available	abbr. for Beijing / surname Jing / Jing ethnic minority || capital city of a country / big / algebraic term for a large number (old) / artificial mound (old)	Beijing	n/a	[2018-11-15 CFox]: Completed 1st manual review	北京 (Location 1), 京 (Location 1), 北京烤鸭 (Gourmet 2)
107	2	Location 1	哪儿	哪兒	nǎr	nǎr	[2018-11-15 CFox]: No alternate Pinyin available	where? / wherever / anywhere	where	where	[2018-11-15 CFox]: Completed 1st manual review	n/a
108	2	Location 1	纽约	紐約	Niǔ yuē	niǔ yuē	[2018-11-15 CFox]: No alternate Pinyin available	New York	new York	New York	[2018-11-15 CFox]: Completed 1st manual review	n/a
109	2	Location 1	香港	香港	Xiāng gǎng	xiāng gǎng	[2018-11-15 CFox]: No alternate Pinyin available	Hong Kong	Hong Kong	Hong Kong	[2018-11-15 CFox]: Completed 1st manual review	n/a
110	2	Location 1	儿	兒	ér; r	ér	[2018-11-15 CFox]: Manually selected most appropriate Pinyin	child / son || non-syllabic diminutive suffix / retroflex final	child	child / son	[2018-11-15 CFox]: Completed 1st manual review	哪儿 (Location 1), 儿 (Location 1), 一会儿 (Greeting 4), 这儿 (Location 2), 那儿 (Location 2), 女儿 (Family 2), 儿子 (Family 2), 儿 (Family 2), 一点儿 (Telephone), 有点儿 (Health 1), 一点儿 (Languages), 多儿 (Duo)
111	2	Location 1	纽	紐	niǔ	niǔ	[2018-11-15 CFox]: No alternate Pinyin available	to turn / to wrench / button / nu (Greek letter Νν)	Button	n/a	[2018-11-15 CFox]: Completed 1st manual review	纽约 (Location 1), 纽 (Location 1)
112	2	Location 1	约	約	yāo; yuē	yuē	[2018-11-15 CFox]: Manually selected most appropriate Pinyin	to weigh in a balance or on a scale || to make an appointment / to invite / approximately / pact / treaty / to economize / to restrict / to reduce (a fraction) / concise	approximately	n/a	[2018-11-15 CFox]: Completed 1st manual review	纽约 (Location 1), 约 (Location 1), 约会 (Invitiation 1), 大约 (Weather 2)
113	2	Location 1	香	香	xiāng	xiāng	[2018-11-15 CFox]: No alternate Pinyin available	fragrant / sweet smelling / aromatic / savory or appetizing / (to eat) with relish / (of sleep) sound / perfume or spice / joss or incense stick / CL: 根	Fragrant	n/a	[2018-11-15 CFox]: Completed 1st manual review	香港 (Location 1), 香 (Location 1), 香蕉 (Dining 2), 香 (Dining 2)
114	2	Location 1	港	港	Gǎng; gǎng	gǎng	[2018-11-15 CFox]: No alternate Pinyin available	Hong Kong, abbr. for 香港 / surname Gang || harbor / port / CL: 個｜个	port	n/a	[2018-11-15 CFox]: Completed 1st manual review	香港 (Location 1), 港 (Location 1)
115	2	Location 1	住	住	zhù	zhù	[2018-11-15 CFox]: No alternate Pinyin available	to live / to dwell / to stay / to reside / to stop / (suffix indicating firmness, steadiness, or coming to a halt)	live	to live	[2018-11-15 CFox]: Completed 1st manual review	n/a
116	2	Location 1	伦敦	倫敦	Lún dūn	lún dūn	[2018-11-15 CFox]: No alternate Pinyin available	London, capital of United Kingdom	London	London	[2018-11-15 CFox]: Completed 1st manual review	n/a
117	2	Location 1	台湾	[2018-11-15 CFox]: Needs Manual Review	Tái wān	tái wān	[2018-11-15 CFox]: No alternate Pinyin available	Taiwan	Taiwan	Taiwan	[2018-11-15 CFox]: Completed 1st manual review	n/a
118	2	Location 1	伦	倫	lún	lún	[2018-11-15 CFox]: No alternate Pinyin available	human relationship / order / coherence	Lun	n/a	[2018-11-15 CFox]: Completed 1st manual review	伦敦 (Location 1), 伦 (Location 1)
119	2	Location 1	敦	敦	dūn	dūn	[2018-11-15 CFox]: No alternate Pinyin available	kindhearted / place name	London	n/a	[2018-11-15 CFox]: Completed 1st manual review	伦敦 (Location 1), 敦 (Location 1)
120	2	Location 1	台	台	Tái; tái; tái; Tái; tái; tái	tái	[2018-11-15 CFox]: Manually selected most appropriate Pinyin	Taiwan (abbr.) / surname Tai || (classical) you (in letters) / variant of 臺｜台 || desk / table / counter || Taiwan (abbr.) || platform / stage / terrace / stand / support / station / broadcasting station / classifier for vehicles or machines || typhoon	station	n/a	[2018-11-15 CFox]: Completed 1st manual review	台湾 (Location 1), 台 (Location 1), 柜台 (Travel 3)
121	2	Location 1	湾	灣	wān	wān	[2018-11-15 CFox]: No alternate Pinyin available	bay / gulf / to cast anchor / to moor (a boat)	Bay	n/a	[2018-11-15 CFox]: Completed 1st manual review	台湾 (Location 1), 湾 (Location 1)
122	2	Phrases 1	谢谢	謝謝	xiè xie	xiè xie	[2018-11-15 CFox]: No alternate Pinyin available	to thank / thanks / thank you	Thank you	thanks	[2018-11-15 CFox]: Completed 1st manual review	n/a
123	2	Phrases 1	不客气	不客氣	bù kè qi	bù kè qi	[2018-11-15 CFox]: No alternate Pinyin available	you're welcome / don't mention it / impolite / rude / blunt	You're welcome	You're welcome	[2018-11-15 CFox]: Completed 1st manual review	n/a
124	2	Phrases 1	谢	謝	Xiè; xiè	xiè	[2018-11-15 CFox]: No alternate Pinyin available	surname Xie || to thank / to apologize / to wither (of flowers, leaves etc) / to decline	thank	to thank	[2018-11-15 CFox]: Completed 1st manual review	谢谢 (Phrases 1), 谢 (Phrases 1), 感谢 (Business 2)
125	2	Phrases 1	客	客	kè	kè	[2018-11-15 CFox]: No alternate Pinyin available	customer / visitor / guest	customer	customer / visitor / guest	[2018-11-15 CFox]: Completed 1st manual review	不客气 (Phrases 1), 客 (Phrases 1), 客厅 (House), 客人 (House)
126	2	Phrases 1	气	氣	qì	qì	[2018-11-15 CFox]: No alternate Pinyin available	gas / air / smell / weather / to make angry / to annoy / to get angry / vital energy / qi	gas	n/a	[2018-11-15 CFox]: Completed 1st manual review	不客气 (Phrases 1), 气 (Phrases 1), 天气 (Weather), 生气 (Personality and Feelings)
127	2	Phrases 1	对不起	對不起	duì bu qǐ	duì bu qǐ	[2018-11-15 CFox]: No alternate Pinyin available	unworthy / to let down / I'm sorry / excuse me / pardon me / if you please / sorry? (please repeat)	I am sorry	sorry	[2018-11-15 CFox]: Completed 1st manual review	n/a
128	2	Phrases 1	没关系	沒關係	méi guān xi	méi guān xi	[2018-11-15 CFox]: No alternate Pinyin available	it doesn't matter	It's ok	it doesn't matter	[2018-11-15 CFox]: Completed 1st manual review	n/a
129	2	Phrases 1	起	起	qǐ	qǐ	[2018-11-15 CFox]: No alternate Pinyin available	to rise / to raise / to get up / to set out / to start / to appear / to launch / to initiate (action) / to draft / to establish / to get (from a depot or counter) / verb suffix, to start / starting from (a time, place, price etc) / classifier for occurrences or unpredictable events: case, instance / classifier for groups: batch, group	Start	n/a	[2018-11-15 CFox]: Completed 1st manual review	对不起 (Phrases 1), 起 (Phrases 1), 起床 (Daily Routine 1), 起 (Daily Routine 1), 一起 (Invitiation 1), 起飞 (Travel 2), 看起来 (Personality and Feelings)
130	2	Phrases 1	没	沒	méi; mò	méi	[2018-11-15 CFox]: Manually selected most appropriate Pinyin	(negative prefix for verbs) / have not / not || drowned / to end / to die / to inundate	No	not / (negative prefix for verbs)	[2018-11-15 CFox]: Completed 1st manual review	没关系 (Phrases 1), 没 (Phrases 1), 没 (Family 1)
131	2	Phrases 1	关	關	Guān; guān	guān	[2018-11-15 CFox]: No alternate Pinyin available	surname Guan || mountain pass / to close / to shut / to turn off / to concern / to involve	turn off	to close / turn off	[2018-11-15 CFox]: Completed 1st manual review	没关系 (Phrases 1), 关 (Phrases 1), 关 (Shopping 1), 关系 (Family 3), 海关 (Travel 2), 关心 (Personality and Feelings), 关于 (Communication 2), 关注 (Internet Slang)
132	2	Phrases 1	系	[2018-11-15 CFox]: Needs Manual Review	xì; xì; jì; xì	xì	[2018-11-15 CFox]: Manually selected most appropriate Pinyin	to connect / to relate to / to tie up / to bind / to be (literary) || system / department / faculty || to tie / to fasten / to button up || to connect / to arrest / to worry	system	to connect / to tie	[2018-11-15 CFox]: Completed 1st manual review	没关系 (Phrases 1), 系 (Phrases 1), 关系 (Family 3), 联系 (Business 2)
133	2	Family 1	爸爸	爸爸	bà ba	bà ba	[2018-11-15 CFox]: No alternate Pinyin available	(informal) father / CL: 個｜个, 位	father	dad	[2018-11-15 CFox]: Completed 1st manual review	n/a
134	2	Family 1	妈妈	媽媽	mā ma	mā ma	[2018-11-15 CFox]: No alternate Pinyin available	mama / mommy / mother / CL: 個｜个, 位	mom	mom	[2018-11-15 CFox]: Completed 1st manual review	n/a
135	2	Family 1	爱	愛	ài	ài	[2018-11-15 CFox]: No alternate Pinyin available	to love / to be fond of / to like / affection / to be inclined (to do sth) / to tend to (happen)	Love	love	[2018-11-15 CFox]: Completed 1st manual review	爱 (Family 1), 可爱 (People 1), 爱好 (Hobbies 2)
136	2	Family 1	家人	家人	jiā rén	jiā rén	[2018-11-15 CFox]: No alternate Pinyin available	household / (one's) family	family	family	[2018-11-15 CFox]: Completed 1st manual review	n/a
137	2	Family 1	爸	爸	bà	bà	[2018-11-15 CFox]: No alternate Pinyin available	father / dad / pa / papa	dad	dad	[2018-11-15 CFox]: Completed 1st manual review	爸爸 (Family 1), 爸 (Family 1)
138	2	Family 1	妈	媽	mā	mā	[2018-11-15 CFox]: No alternate Pinyin available	ma / mom / mother	mom	mom	[2018-11-15 CFox]: Completed 1st manual review	妈妈 (Family 1), 妈 (Family 1)
139	2	Family 1	谁	誰	shéi	shéi	[2018-11-15 CFox]: No alternate Pinyin available	who / also pr. [shui2]	Who	who	[2018-11-15 CFox]: Completed 1st manual review	n/a
140	2	Family 1	那	那	Nā; Nuó; nà; nuó	nà	[2018-11-15 CFox]: Manually selected most appropriate Pinyin	surname Na || surname Nuo || that / those / then (in that case) / commonly pr. [nei4] before a classifier, esp. in Beijing || (archaic) many / beautiful / how / old variant of 挪	that	that / those	[2018-11-15 CFox]: Completed 1st manual review	那 (Family 1), 那儿 (Location 2), 那里 (Location 3)
141	2	Family 1	个	個	gè	gè	[2018-11-15 CFox]: No alternate Pinyin available	individual / this / that / size / classifier for people or objects in general	More	individual / (classifier for people or objects)	[2018-11-15 CFox]: Completed 1st manual review	个 (Family 1), 个子 (People 3), 一个人 (Daily Routine 3)
142	2	Family 1	这	這	zhè	zhè	[2018-11-15 CFox]: No alternate Pinyin available	this / these / (commonly pr. [zhei4] before a classifier, esp. in Beijing)	This	this	[2018-11-15 CFox]: Completed 1st manual review	这 (Family 1), 这儿 (Location 2), 这里 (Location 3)
143	2	Family 1	哥哥	哥哥	gē ge	gē ge	[2018-11-15 CFox]: No alternate Pinyin available	older brother / CL: 個｜个, 位	brother	older brother	[2018-11-15 CFox]: Completed 1st manual review	n/a
144	2	Family 1	姐姐	姐姐	jiě jie	jiě jie	[2018-11-15 CFox]: No alternate Pinyin available	older sister / CL: 個｜个	sister	older sister	[2018-11-15 CFox]: Completed 1st manual review	n/a
145	2	Family 1	有	有	yǒu	yǒu	[2018-11-15 CFox]: No alternate Pinyin available	to have / there is / there are / to exist / to be	Have	to have / there is	[2018-11-15 CFox]: Completed 1st manual review	有 (Family 1), 有点儿 (Health 1), 有名 (Culture)
146	2	Family 1	哥	哥	gē	gē	[2018-11-15 CFox]: No alternate Pinyin available	elder brother	brother	older brother	[2018-11-15 CFox]: Completed 1st manual review	哥哥 (Family 1), 哥 (Family 1)
147	2	Family 1	姐	姐	jiě	jiě	[2018-11-15 CFox]: No alternate Pinyin available	older sister	sister	older sister	[2018-11-15 CFox]: Completed 1st manual review	姐姐 (Family 1), 姐 (Family 1), 兄弟姐妹 (Family 3), 小姐 (Work)
148	2	Family 1	弟弟	弟弟	dì di	dì di	[2018-11-15 CFox]: No alternate Pinyin available	younger brother / CL: 個｜个, 位	Little brother	younger brother	[2018-11-15 CFox]: Completed 1st manual review	n/a
149	2	Family 1	和	和	Hé; hé; hè; hú; huó; huò	hé	[2018-11-15 CFox]: 暖和 uses the 'huo' with no tone according to GT	surname He / Japanese (food, clothes etc) || and / together with / with / sum / union / peace / harmony / Taiwan pr. [han4] when it means 'and' or 'with' || to compose a poem in reply (to sb's poem) using the same rhyme sequence / to join in the singing / to chime in with others || to complete a set in mahjong or playing cards || to combine a powdery substance (flour, plaster etc) with water / Taiwan pr. [huo4] || to mix (ingredients) together / to blend / classifier for rinses of clothes / classifier for boilings of medicinal herbs	with	and / together / with	[2018-11-15 CFox]: Completed 1st manual review	和 (Family 1), 暖和 (Weather 2), 和 (Weather 2)
